,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
14149,2,8,3,5,1,1,13,4,3,12,10,5,0,8,3,7,9.42,3.75,5.36,43.199999999999996,6,5.979999999999999
14150,5,6,5,4,2,3,12,5,5,13,11,6,1,11,1,6,15.700000000000001,6.25,4.0200000000000005,52.8,25,7.26
14151,3,3,4,2,2,6,11,3,2,8,8,7,5,11,1,6,12.56,2.5,2.0100000000000002,31.499999999999996,23,6.59
14152,2,1,2,2,1,8,11,4,5,6,10,7,2,11,1,7,6.28,6.25,0.67,41.099999999999994,20,6.020000000000001
14153,4,8,5,6,3,3,5,2,9,3,1,9,0,7,1,5,15.700000000000001,11.25,5.36,22.799999999999997,12,4.68
14154,2,2,3,3,2,7,7,5,7,7,6,9,2,8,5,10,9.42,8.75,1.34,51.6,5,5.469999999999999
14155,3,4,4,6,1,8,15,1,6,6,11,9,0,8,0,8,12.56,7.5,2.68,11.399999999999999,20,7.629999999999999
14156,1,0,2,1,1,5,7,8,6,7,6,6,2,8,3,8,6.28,7.5,0.0,81.6,4,3.440000000000001
14157,2,2,3,3,2,8,8,7,3,5,6,10,2,9,5,10,9.42,3.75,1.34,71.99999999999999,17,6.119999999999999
14158,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,9,9.42,8.75,4.0200000000000005,83.39999999999999,3,6.979999999999999
14159,2,0,2,1,1,5,8,5,8,7,6,12,0,8,7,9,6.28,10.0,0.0,51.0,5,4.970000000000001
14160,3,4,4,6,2,3,6,6,11,7,7,15,0,8,7,7,12.56,13.75,2.68,62.4,5,6.719999999999999
14161,5,9,6,6,3,5,8,8,9,9,8,12,2,10,4,9,18.84,11.25,6.03,84.3,3,8.639999999999999
14162,5,6,6,8,5,8,6,8,4,5,6,9,3,8,6,10,18.84,5.0,4.0200000000000005,83.39999999999999,17,8.29
14163,5,7,7,5,5,6,6,8,6,5,6,9,2,8,4,10,21.98,7.5,4.69,83.69999999999999,12,7.369999999999999
14164,5,8,7,9,6,8,5,8,5,6,6,9,3,8,6,10,21.98,6.25,5.36,84.0,17,8.799999999999999
14165,9,15,6,8,5,5,7,7,4,10,7,10,5,9,5,8,18.84,5.0,10.05,75.89999999999999,15,10.35
14166,2,1,3,3,1,6,8,7,7,8,8,13,1,10,4,10,9.42,8.75,0.67,71.69999999999999,3,6.17
14167,5,5,7,4,4,7,6,5,5,9,5,9,3,6,5,6,21.98,6.25,3.35,52.5,15,6.749999999999998
14168,3,8,4,6,4,5,7,9,6,7,6,5,3,8,3,9,12.56,7.5,5.36,94.2,4,6.199999999999999
14169,5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8,21.98,7.5,7.37,33.9,20,10.770000000000001
14170,4,7,6,5,3,5,11,4,5,13,7,4,2,10,2,7,18.84,6.25,4.69,42.9,6,7.010000000000002
14171,1,3,3,2,1,7,9,3,7,10,7,6,1,8,4,6,9.42,8.75,2.0100000000000002,31.499999999999996,19,4.959999999999999
14172,4,7,6,5,5,8,9,7,3,6,6,11,4,7,7,10,18.84,3.75,4.69,73.49999999999999,5,8.69
14173,8,15,5,8,3,7,7,8,8,12,7,10,2,9,5,9,15.700000000000001,10.0,10.05,86.1,3,9.75
14174,6,8,9,6,7,5,8,3,7,10,9,9,4,9,4,6,28.26,8.75,5.36,33.0,8,9.399999999999999
14175,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,6.28,11.25,0.67,61.49999999999999,3,4.789999999999999
14176,4,11,4,8,6,6,6,9,6,7,7,7,2,9,7,10,12.56,7.5,7.37,95.1,2,8.389999999999999
14177,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,6.03,43.5,9,4.859999999999999
14178,2,3,3,2,2,7,7,6,5,7,6,8,3,8,2,7,9.42,6.25,2.0100000000000002,62.099999999999994,8,4.98
14179,3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,15.700000000000001,2.5,4.69,42.9,22,7.979999999999999
14180,4,6,4,4,1,7,5,13,5,7,15,8,3,9,0,8,12.56,6.25,4.0200000000000005,134.4,21,6.889999999999999
14181,5,11,6,8,5,6,8,9,8,7,5,7,2,8,9,10,18.84,10.0,7.37,95.1,2,8.86
14182,6,10,10,8,9,8,8,1,6,10,6,5,5,10,4,6,31.400000000000002,7.5,6.7,13.2,6,10.129999999999997
14183,1,0,1,0,0,7,7,5,7,7,6,14,0,8,4,10,3.14,8.75,0.0,51.0,3,4.369999999999999
14184,5,10,5,8,3,0,1,5,6,0,0,7,0,8,0,8,15.700000000000001,7.5,6.7,54.0,12,3.8400000000000003
14185,4,8,6,7,6,7,8,2,4,7,8,8,5,8,5,6,18.84,5.0,5.36,22.799999999999997,1,8.8
14186,4,4,5,7,2,7,6,7,10,9,5,13,1,10,4,9,15.700000000000001,12.5,2.68,72.6,3,7.26
14187,3,7,5,5,3,7,8,2,9,11,8,6,1,8,6,5,15.700000000000001,11.25,4.69,22.5,26,7.07
14188,3,2,4,4,2,6,8,8,8,9,8,12,2,10,4,9,12.56,10.0,1.34,82.19999999999999,3,6.860000000000001
14189,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.0,40.8,9,2.6299999999999994
14190,4,9,5,7,2,8,5,14,5,6,14,8,3,9,0,8,15.700000000000001,6.25,6.03,145.49999999999997,21,8.01
14191,7,12,5,6,3,8,10,5,5,7,10,5,5,12,3,7,15.700000000000001,6.25,8.040000000000001,54.6,22,9.919999999999998
14192,3,9,5,6,6,7,8,3,6,5,7,10,5,12,6,5,15.700000000000001,7.5,6.03,33.3,12,9.48
14193,4,7,6,6,4,8,4,3,4,9,3,8,3,7,4,9,18.84,5.0,4.69,32.699999999999996,15,6.42
14194,5,8,8,6,6,10,7,3,6,10,2,7,5,7,5,10,25.12,7.5,5.36,33.0,18,8.18
14195,5,10,6,8,5,7,7,8,6,7,6,8,3,7,4,8,18.84,7.5,6.7,84.6,15,8.2
14196,1,0,2,0,0,7,4,2,0,7,2,8,1,6,1,8,6.28,0.0,0.0,20.4,1,1.8700000000000006
14197,4,7,5,5,4,8,8,7,4,7,7,6,4,9,3,7,15.700000000000001,5.0,4.69,73.49999999999999,15,7.459999999999999
14198,3,6,4,4,3,7,7,6,5,7,7,6,3,8,3,7,12.56,6.25,4.0200000000000005,62.99999999999999,4,6.119999999999999
14199,6,13,5,7,3,10,4,5,5,10,3,10,4,5,4,10,15.700000000000001,6.25,8.71,54.9,19,7.76
14200,5,8,5,6,4,7,10,4,2,8,6,6,6,11,2,6,15.700000000000001,2.5,5.36,43.199999999999996,23,8.38
14201,3,3,4,2,1,5,11,3,7,11,9,4,1,10,2,5,12.56,8.75,2.0100000000000002,31.499999999999996,20,5.52
14202,3,5,5,4,3,5,8,3,9,11,8,10,2,8,4,7,15.700000000000001,11.25,3.35,32.099999999999994,5,6.720000000000001
14203,6,10,5,7,3,7,10,2,3,12,5,5,2,8,7,9,15.700000000000001,3.75,6.7,23.4,10,8.26
14204,4,10,4,8,4,6,6,10,7,6,6,7,2,8,9,10,12.56,8.75,6.7,105.0,2,7.970000000000001
14205,4,9,6,7,5,9,10,2,2,5,9,7,8,12,1,7,18.84,2.5,6.03,23.099999999999998,23,9.950000000000001
14206,5,12,4,6,3,8,7,4,4,10,6,8,3,9,8,10,12.56,5.0,8.040000000000001,44.4,5,8.739999999999997
14207,2,7,4,5,5,8,8,3,4,6,6,9,5,11,6,5,12.56,5.0,4.69,32.699999999999996,12,8.33
14208,4,7,5,7,4,8,7,7,5,6,4,9,2,8,3,8,15.700000000000001,6.25,4.69,73.49999999999999,17,7.139999999999999
14209,3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8,12.56,10.0,7.37,3.3,9,6.710000000000001
14210,5,8,5,6,3,6,9,1,8,8,9,4,1,11,4,5,15.700000000000001,10.0,5.36,12.6,25,7.789999999999999
14211,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,6.28,7.5,4.0200000000000005,52.8,12,1.729999999999999
14212,4,9,6,7,6,8,7,6,3,7,6,10,4,8,7,9,18.84,3.75,6.03,63.9,5,9.080000000000002
14213,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,18.84,1.25,2.0100000000000002,51.9,23,6.82
14214,2,6,3,4,1,7,9,3,1,7,12,8,2,11,0,8,9.42,1.25,4.0200000000000005,32.4,22,6.9
14215,4,6,4,8,3,5,9,10,5,8,6,5,2,10,4,8,12.56,6.25,4.0200000000000005,103.8,16,7.0
14216,2,4,2,2,1,6,10,5,4,9,7,4,1,10,3,7,6.28,5.0,2.68,52.2,16,5.049999999999999
14217,6,7,8,9,8,9,8,6,5,9,3,6,3,5,8,7,25.12,6.25,4.69,63.3,26,8.789999999999997
14218,3,5,5,5,4,8,8,2,4,7,7,8,5,9,4,7,15.700000000000001,5.0,3.35,21.9,1,7.589999999999998
14219,3,7,3,5,2,3,7,6,11,7,7,15,0,8,6,7,9.42,13.75,4.69,63.3,5,6.84
14220,6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,9,15.700000000000001,3.75,6.03,43.5,7,5.959999999999999
14221,7,10,10,8,5,9,9,3,6,10,3,4,6,9,1,7,31.400000000000002,7.5,6.7,33.599999999999994,14,9.0
14222,7,10,7,8,4,2,11,3,4,11,12,8,2,10,1,8,21.98,5.0,6.7,33.599999999999994,22,9.28
14223,3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11,12.56,5.0,5.36,94.2,18,6.699999999999999
14224,4,11,4,8,4,6,7,10,7,7,6,7,2,8,9,10,12.56,8.75,7.37,105.3,2,8.27
14225,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,18.84,3.75,5.36,22.799999999999997,1,5.879999999999999
14226,3,8,5,5,2,8,6,3,1,7,0,8,2,7,1,8,15.700000000000001,1.25,5.36,33.0,1,5.160000000000002
14227,4,4,5,6,3,8,8,6,9,5,6,7,0,8,9,8,15.700000000000001,11.25,2.68,62.4,19,7.32
14228,4,9,6,7,3,7,6,4,6,15,7,11,1,6,1,7,18.84,7.5,6.03,43.5,10,7.029999999999999
14229,4,5,4,6,4,7,8,6,3,9,9,9,3,9,6,7,12.56,3.75,3.35,62.699999999999996,17,8.1
14230,5,11,7,8,7,9,8,4,5,9,4,7,3,7,4,11,21.98,6.25,7.37,44.099999999999994,18,8.779999999999998
14231,4,10,6,8,5,7,9,3,5,12,7,6,2,9,2,7,18.84,6.25,6.7,33.599999999999994,6,8.190000000000001
14232,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,12.56,10.0,5.36,2.4,9,6.020000000000001
14233,4,8,5,6,2,8,6,8,8,6,6,9,2,7,6,10,15.700000000000001,10.0,5.36,84.0,7,7.26
14234,6,9,8,7,6,6,9,2,9,11,8,7,3,11,7,7,25.12,11.25,6.03,23.099999999999998,26,10.0
14235,5,4,5,6,2,4,8,9,1,7,6,11,3,8,3,11,15.700000000000001,1.25,2.68,93.0,11,6.729999999999999
14236,3,7,4,5,2,7,6,5,9,5,6,10,0,9,9,8,12.56,11.25,4.69,53.1,19,7.229999999999999
14237,4,9,6,6,7,7,8,6,4,7,6,8,6,9,7,6,18.84,5.0,6.03,63.9,13,9.21
14238,4,6,6,4,5,9,5,7,5,6,9,7,3,9,8,5,18.84,6.25,4.0200000000000005,73.19999999999999,25,8.169999999999996
14239,4,11,5,8,4,7,8,8,8,8,4,6,2,6,9,8,15.700000000000001,10.0,7.37,84.89999999999999,19,7.9399999999999995
14240,7,9,10,6,6,6,7,3,7,10,8,9,3,8,3,7,31.400000000000002,8.75,6.03,33.3,8,9.089999999999998
14241,6,9,8,6,8,8,8,5,5,7,6,6,8,7,8,13,25.12,6.25,6.03,53.7,11,9.85
14242,4,5,5,3,2,4,8,5,8,9,8,9,4,11,3,4,15.700000000000001,10.0,3.35,52.5,21,6.93
14243,6,10,6,7,3,4,8,6,8,12,10,12,1,9,3,7,18.84,10.0,6.7,64.19999999999999,3,8.769999999999996
14244,4,7,6,5,4,9,7,3,7,10,4,7,2,8,5,11,18.84,8.75,4.69,32.699999999999996,2,7.159999999999998
14245,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0.0,3.75,7.37,54.3,9,5.710000000000001
14246,5,10,7,8,6,10,6,3,6,10,4,7,3,7,5,11,21.98,7.5,6.7,33.599999999999994,2,8.489999999999998
14247,4,8,6,6,3,9,12,3,3,4,11,9,3,9,2,8,18.84,3.75,5.36,33.0,22,9.339999999999998
14248,8,11,8,9,8,4,11,2,2,9,8,7,7,12,2,6,25.12,2.5,7.37,23.7,23,11.07
14249,4,8,4,6,4,3,8,5,9,7,6,14,0,8,6,8,12.56,11.25,5.36,53.4,5,7.5600000000000005
14250,6,7,8,5,4,7,6,3,7,10,7,9,3,8,3,7,25.12,8.75,4.69,32.699999999999996,8,7.8199999999999985
14251,4,8,6,6,4,5,6,1,7,10,9,11,4,7,4,7,18.84,8.75,5.36,12.6,11,7.849999999999998
14252,3,8,5,6,3,7,9,2,9,11,7,7,1,9,6,6,15.700000000000001,11.25,5.36,22.799999999999997,26,7.6899999999999995
14253,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,15.700000000000001,7.5,6.7,33.599999999999994,11,7.729999999999999
14254,4,7,6,5,5,8,8,6,5,9,5,4,5,8,5,9,18.84,6.25,4.69,63.3,4,7.389999999999999
14255,6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,8,12.56,3.75,8.71,65.1,15,9.069999999999999
14256,4,7,6,5,4,7,8,2,7,11,6,9,3,8,4,9,18.84,8.75,4.69,22.5,5,7.559999999999999
14257,5,7,5,5,3,3,8,5,7,11,10,13,2,9,3,7,15.700000000000001,8.75,4.69,53.1,3,7.879999999999999
14258,7,11,9,8,12,8,5,6,2,7,6,8,11,10,8,14,28.26,2.5,7.37,64.5,15,11.900000000000002
14259,3,9,5,7,4,7,7,6,9,6,4,9,2,8,6,9,15.700000000000001,11.25,6.03,63.9,5,7.530000000000001
14260,10,14,12,8,7,9,3,3,2,9,3,10,11,0,2,8,37.68,2.5,9.38,34.8,13,9.49
14261,5,5,6,8,4,7,7,12,2,7,9,8,8,6,0,8,18.84,2.5,3.35,123.89999999999999,13,7.6899999999999995
14262,3,8,5,6,3,12,4,4,5,14,2,9,0,7,0,8,15.700000000000001,6.25,5.36,43.199999999999996,10,5.789999999999999
14263,5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,18.84,6.25,7.37,23.7,9,8.359999999999998
14264,5,8,6,6,4,7,8,2,9,11,7,8,1,9,6,7,18.84,11.25,5.36,22.799999999999997,26,8.249999999999998
14265,4,6,4,4,2,5,11,2,7,11,9,5,1,10,2,5,12.56,8.75,4.0200000000000005,22.2,20,6.640000000000001
14266,4,9,4,4,2,5,11,2,6,11,8,5,2,8,3,5,12.56,7.5,6.03,23.099999999999998,20,6.789999999999999
14267,4,8,5,6,4,5,8,5,5,8,8,9,2,7,4,10,15.700000000000001,6.25,5.36,53.4,7,7.380000000000001
14268,4,8,4,6,2,5,7,11,8,7,6,5,3,8,4,8,12.56,10.0,5.36,114.6,4,6.25
14269,2,4,3,2,2,9,7,3,5,10,5,7,2,8,4,9,9.42,6.25,2.68,31.799999999999997,2,5.32
14270,11,13,9,7,4,6,9,4,7,3,4,11,6,10,2,7,28.26,8.75,8.71,44.699999999999996,14,10.59
14271,9,15,9,8,4,8,4,5,6,13,6,10,3,8,3,8,28.26,7.5,10.05,55.5,19,9.74
14272,4,9,4,4,3,6,6,5,4,7,8,8,4,7,3,8,12.56,5.0,6.03,53.7,21,6.709999999999999
14273,2,4,3,3,1,4,9,5,6,11,9,11,1,9,2,8,9.42,7.5,2.68,52.2,3,5.800000000000001
14274,4,8,5,6,5,8,8,3,8,7,7,7,0,8,11,8,15.700000000000001,10.0,5.36,33.0,26,8.549999999999999
14275,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,12.56,7.5,6.7,3.0,20,7.9300000000000015
14276,3,4,4,3,1,5,11,2,7,11,9,5,1,10,2,5,12.56,8.75,2.68,21.599999999999998,20,5.9399999999999995
14277,4,5,6,5,6,8,7,5,5,7,6,7,5,8,9,11,18.84,6.25,3.35,52.5,19,8.26
14278,9,14,8,8,5,7,4,6,3,8,5,4,4,8,6,6,25.12,3.75,9.38,65.39999999999999,7,9.020000000000001
14279,4,9,5,7,3,8,8,7,7,6,10,8,3,9,1,8,15.700000000000001,8.75,6.03,74.1,21,8.2
14280,3,8,4,6,4,8,6,2,7,8,6,8,0,9,8,8,12.56,8.75,5.36,22.799999999999997,26,7.5
14281,4,7,5,5,2,7,7,6,7,12,7,11,2,10,3,8,15.700000000000001,8.75,4.69,63.3,3,7.509999999999998
14282,3,3,5,2,2,6,10,3,4,10,8,7,5,8,0,8,15.700000000000001,5.0,2.0100000000000002,31.499999999999996,14,5.869999999999999
14283,4,5,6,4,6,6,8,5,3,6,5,8,9,7,4,8,18.84,3.75,3.35,52.5,13,7.5
14284,5,10,5,7,3,4,14,5,5,12,9,3,1,11,1,5,15.700000000000001,6.25,6.7,54.0,20,8.139999999999999
14285,5,11,7,8,9,8,7,6,5,6,7,8,8,6,2,8,21.98,6.25,7.37,64.5,13,9.420000000000003
14286,4,6,4,4,2,5,11,3,4,9,11,7,2,10,1,8,12.56,5.0,4.0200000000000005,32.4,22,7.1899999999999995
14287,2,3,3,2,2,7,7,5,6,7,6,8,3,8,3,8,9.42,7.5,2.0100000000000002,51.9,8,5.129999999999999
14288,3,5,4,4,3,7,8,5,8,7,5,9,2,8,6,9,12.56,10.0,3.35,52.5,5,6.609999999999999
14289,4,5,5,4,3,4,8,5,7,10,9,9,3,9,2,6,15.700000000000001,8.75,3.35,52.5,21,6.73
14290,5,5,5,4,2,5,12,3,7,12,9,4,1,11,1,5,15.700000000000001,8.75,3.35,32.099999999999994,20,6.869999999999999
14291,6,11,8,8,10,7,7,3,6,6,7,11,6,11,7,5,25.12,7.5,7.37,33.9,12,11.520000000000001
14292,4,9,7,7,5,7,7,3,9,5,6,10,3,8,6,8,21.98,11.25,6.03,33.3,24,8.66
14293,6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,21.98,2.5,6.7,135.6,13,8.759999999999998
14294,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,18.84,2.5,5.36,12.6,6,8.149999999999999
14295,4,8,6,6,5,10,6,2,6,10,3,7,4,8,5,11,18.84,7.5,5.36,22.799999999999997,2,7.649999999999999
14296,6,8,6,6,7,7,10,4,3,9,6,6,8,10,4,5,18.84,3.75,5.36,43.199999999999996,23,9.429999999999998
14297,2,3,4,2,2,6,9,2,8,11,7,8,2,8,4,7,12.56,10.0,2.0100000000000002,21.299999999999997,5,5.629999999999999
14298,4,7,6,5,3,4,9,2,7,10,11,9,3,9,3,5,18.84,8.75,4.69,22.5,24,7.899999999999997
14299,4,7,6,5,4,6,9,2,9,11,8,6,1,8,6,6,18.84,11.25,4.69,22.5,26,7.51
14300,4,6,6,4,4,8,8,6,6,6,5,4,6,10,3,5,18.84,7.5,4.0200000000000005,62.99999999999999,14,7.16
14301,4,8,6,6,5,6,7,5,4,7,6,9,5,8,6,10,18.84,5.0,5.36,53.4,16,8.18
14302,4,10,5,8,3,6,9,4,1,8,12,8,4,9,1,8,15.700000000000001,1.25,6.7,43.8,22,8.75
14303,3,2,5,3,3,8,7,6,6,7,6,7,3,8,3,7,15.700000000000001,7.5,1.34,61.8,8,5.74
14304,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,3.14,8.75,3.35,11.7,9,4.610000000000001
14305,3,5,4,4,2,6,6,5,5,9,7,10,2,8,4,10,12.56,6.25,3.35,52.5,7,6.119999999999999
14306,3,3,5,2,3,7,6,3,4,9,7,9,7,5,1,8,15.700000000000001,5.0,2.0100000000000002,31.499999999999996,13,5.460000000000001
14307,2,5,3,3,2,7,7,6,6,7,6,4,2,8,3,7,9.42,7.5,3.35,62.699999999999996,4,4.859999999999999
14308,2,4,4,2,2,8,7,4,6,10,5,6,2,8,3,8,12.56,7.5,2.68,42.0,4,5.01
14309,4,9,4,7,3,9,8,2,3,12,5,6,2,9,6,9,12.56,3.75,6.03,23.099999999999998,10,7.82
14310,5,9,6,7,3,7,7,4,15,9,6,8,0,8,8,8,18.84,18.75,6.03,43.5,26,8.08
14311,6,11,8,8,5,9,7,3,5,10,4,6,6,8,1,7,25.12,6.25,7.37,33.9,14,8.600000000000001
14312,3,6,5,4,2,6,11,2,5,13,7,4,1,10,2,8,15.700000000000001,6.25,4.0200000000000005,22.2,6,6.34
14313,4,8,5,9,5,8,9,6,2,6,8,12,3,10,6,8,15.700000000000001,2.5,5.36,63.599999999999994,17,9.99
14314,1,0,1,0,0,8,7,3,6,5,6,7,0,8,7,8,3.14,7.5,0.0,30.599999999999998,19,3.9999999999999996
14315,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,6.28,8.75,3.35,1.5,9,4.450000000000001
14316,4,6,6,5,6,7,7,5,4,7,6,8,6,9,7,8,18.84,5.0,4.0200000000000005,52.8,22,8.370000000000001
14317,5,8,6,6,6,10,6,5,6,9,3,6,3,8,3,8,18.84,7.5,5.36,53.4,4,7.379999999999999
14318,4,9,6,7,6,8,6,6,4,7,6,9,5,8,7,3,18.84,5.0,6.03,63.9,1,8.89
14319,3,4,5,3,3,9,6,4,6,10,4,5,2,8,3,8,15.700000000000001,7.5,2.68,42.0,4,5.289999999999999
14320,5,6,6,7,6,7,10,5,6,8,6,8,4,8,7,6,18.84,7.5,4.0200000000000005,52.8,6,8.92
14321,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5,28.26,5.0,6.03,53.7,14,10.34
14322,11,13,9,7,4,5,9,5,6,3,3,12,6,11,2,7,28.26,7.5,8.71,54.9,14,10.600000000000001
14323,4,8,6,6,5,9,8,4,6,8,3,8,4,5,5,11,18.84,7.5,5.36,43.199999999999996,18,7.4300000000000015
14324,4,4,6,3,3,8,7,3,6,10,6,8,3,8,3,8,18.84,7.5,2.68,31.799999999999997,8,6.4399999999999995
14325,5,6,7,6,6,10,6,3,4,10,3,8,5,6,6,12,21.98,5.0,4.0200000000000005,32.4,11,7.869999999999999
14326,8,10,9,6,4,8,6,3,4,13,4,8,6,8,0,7,28.26,5.0,6.7,33.599999999999994,14,8.3
14327,5,7,8,5,6,3,7,4,5,11,11,10,5,8,2,6,25.12,6.25,4.69,42.9,13,8.28
14328,4,6,5,4,3,6,11,3,5,13,6,4,2,10,2,7,15.700000000000001,6.25,4.0200000000000005,32.4,6,6.600000000000001
14329,4,7,4,4,2,4,12,8,2,10,6,4,1,10,4,8,12.56,2.5,4.69,83.69999999999999,16,6.49
14330,5,11,7,8,9,7,6,7,4,7,5,8,6,10,7,8,21.98,5.0,7.37,74.69999999999999,13,10.02
14331,1,0,2,1,1,5,7,5,8,7,6,12,0,8,6,9,6.28,10.0,0.0,51.0,5,4.49
14332,4,7,6,5,4,4,7,2,6,10,9,11,3,8,3,8,18.84,7.5,4.69,22.5,11,7.489999999999997
14333,4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,15.700000000000001,8.75,2.68,52.2,21,6.32
14334,6,9,6,4,3,7,6,4,4,9,9,5,3,10,4,4,18.84,5.0,6.03,43.5,25,7.769999999999998
14335,1,0,2,0,0,7,6,11,1,7,7,8,2,8,0,8,6.28,1.25,0.0,112.19999999999999,8,3.2899999999999996
14336,7,10,9,8,7,7,7,5,6,7,6,7,7,8,3,8,28.26,7.5,6.7,54.0,4,9.569999999999999
14337,2,3,4,2,2,7,9,3,4,12,5,4,1,10,2,8,12.56,5.0,2.0100000000000002,31.499999999999996,16,4.870000000000001
14338,4,7,6,5,5,6,6,4,6,6,5,8,7,7,7,9,18.84,7.5,4.69,42.9,11,7.65
14339,1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9,3.14,5.0,0.0,71.39999999999999,2,4.09
14340,3,6,4,4,2,6,4,3,7,6,2,8,1,6,2,7,12.56,8.75,4.0200000000000005,32.4,12,4.1
14341,3,4,4,3,2,7,11,2,2,6,9,8,6,11,0,8,12.56,2.5,2.68,21.599999999999998,23,7.289999999999999
14342,4,9,6,7,8,7,5,5,2,8,7,8,8,8,5,8,18.84,2.5,6.03,53.7,22,8.889999999999999
14343,4,11,6,8,5,8,7,2,8,11,6,8,2,8,5,9,18.84,10.0,7.37,23.7,5,8.54
14344,4,2,4,3,3,7,8,5,6,6,5,7,3,7,4,8,12.56,7.5,1.34,51.6,18,5.59
14345,4,8,6,6,6,7,8,5,6,7,6,8,3,8,3,8,18.84,7.5,5.36,53.4,8,7.809999999999997
14346,8,13,7,8,3,7,8,3,9,13,5,6,2,9,5,5,21.98,11.25,8.71,34.5,20,9.079999999999998
14347,11,13,10,8,4,8,8,3,8,9,4,6,5,7,4,7,31.400000000000002,10.0,8.71,34.5,11,9.969999999999999
14348,4,7,5,5,4,8,8,4,5,10,6,4,3,8,3,7,15.700000000000001,6.25,4.69,42.9,4,6.73
14349,5,6,5,4,2,5,8,6,8,9,8,8,3,9,2,5,15.700000000000001,10.0,4.0200000000000005,62.99999999999999,21,6.760000000000002
14350,4,7,6,5,3,8,10,3,6,13,4,2,1,10,3,9,18.84,7.5,4.69,32.699999999999996,16,6.619999999999999
14351,7,11,11,8,8,7,6,3,5,9,8,9,8,6,2,8,34.54,6.25,7.37,33.9,13,10.13
14352,4,6,5,8,5,7,9,5,3,8,9,9,4,10,6,7,15.700000000000001,3.75,4.0200000000000005,52.8,17,9.270000000000001
14353,7,13,6,7,3,7,4,3,6,11,4,13,2,7,6,8,18.84,7.5,8.71,34.5,12,8.569999999999999
14354,4,7,6,5,3,5,12,3,6,14,7,4,1,10,1,7,18.84,7.5,4.69,32.699999999999996,6,6.909999999999998
14355,4,8,5,6,2,8,6,8,8,7,5,12,2,8,5,10,15.700000000000001,10.0,5.36,84.0,7,7.559999999999999
14356,6,6,6,4,5,4,11,2,2,9,8,7,7,12,2,6,18.84,2.5,4.0200000000000005,22.2,23,8.68
14357,3,8,4,5,2,7,7,15,1,7,6,8,3,8,0,8,12.56,1.25,5.36,155.4,8,6.08
14358,4,7,4,5,2,5,9,6,7,12,9,9,2,10,2,7,12.56,8.75,4.69,63.3,3,7.260000000000002
14359,2,4,3,3,2,8,7,3,5,9,6,6,3,8,5,9,9.42,6.25,2.68,31.799999999999997,2,5.59
14360,7,10,7,7,4,6,7,6,8,13,8,12,3,11,5,5,21.98,10.0,6.7,64.19999999999999,3,9.95
14361,4,8,5,6,3,8,7,8,5,10,6,7,3,8,3,8,15.700000000000001,6.25,5.36,84.0,15,7.129999999999999
14362,3,9,5,6,3,10,3,2,2,8,3,10,2,6,3,7,15.700000000000001,2.5,6.03,23.099999999999998,1,6.23
14363,6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8,28.26,5.0,6.7,23.4,13,9.440000000000003
14364,3,10,4,7,5,7,7,6,8,8,8,9,3,8,6,9,12.56,10.0,6.7,64.19999999999999,5,8.37
14365,1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8,6.28,8.75,2.0100000000000002,11.1,9,4.049999999999999
14366,6,9,8,4,3,8,7,3,4,13,5,8,6,8,0,8,25.12,5.0,6.03,33.3,14,7.600000000000001
14367,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7,15.700000000000001,3.75,6.7,64.19999999999999,22,9.37
14368,4,9,4,7,6,6,8,8,5,7,5,7,2,8,7,9,12.56,6.25,6.03,84.3,2,7.84
14369,5,4,6,6,2,7,7,15,0,7,6,8,3,8,0,8,18.84,0.0,2.68,154.2,8,6.3100000000000005
